,Churn,Item1,Item2,Item4,Item5,Item6,Gender,Age,Income,Marital,Children
2341,Yes,3,2,3,4,3,Female,71,24002.4,Divorced,0
2342,Yes,4,5,3,3,5,Female,38,17758.1,Divorced,2
2343,Yes,4,4,2,3,4,Nonbinary,32,31534.3,Divorced,6
2344,No,1,2,4,3,2,Male,32,5365.64,Married,0
2345,No,5,4,3,3,5,Female,40,10986.24,Divorced,2
2346,No,4,4,3,5,3,Male,45,4280.65,Separated,2
2347,No,3,3,3,4,3,Male,51,10684.8,Never Married,0
2348,Yes,4,3,3,4,2,Female,30,40410.46,Widowed,1
2349,Yes,2,3,4,4,3,Male,42,47987.84,Never Married,5
2350,No,3,3,4,4,4,Nonbinary,75,59885.19,Separated,4
2351,Yes,4,4,2,4,4,Male,82,60271.58,Married,4
2352,Yes,2,3,4,4,3,Male,64,143972.7,Married,10
2353,Yes,5,4,2,4,3,Male,66,81586.06,Married,1
2354,No,2,2,3,5,4,Male,55,34844.99,Married,0
2355,No,4,4,2,4,3,Male,86,143217.5,Widowed,2
2356,No,5,7,3,4,5,Female,49,64697.57,Separated,4
2357,No,5,5,6,1,6,Male,68,15053.56,Separated,7
2358,No,3,3,3,3,4,Female,23,116086.2,Divorced,1
2359,No,2,3,2,6,2,Male,50,49782.7,Separated,2
2360,No,3,3,4,5,4,Female,53,134691.3,Separated,3
2361,Yes,4,4,2,4,3,Female,85,15715.88,Never Married,2
2362,No,5,4,4,3,4,Male,68,34688.33,Married,3
2363,Yes,5,4,4,4,3,Male,80,29367.86,Divorced,3
2364,Yes,3,3,4,4,3,Male,27,23438.89,Divorced,1
2365,Yes,4,4,3,4,4,Male,62,24908.78,Widowed,0
2366,Yes,5,6,4,3,6,Female,29,38009.71,Separated,0
2367,Yes,4,5,5,6,3,Female,40,27403.44,Widowed,4
2368,No,4,4,4,3,3,Female,67,11720.58,Widowed,0
2369,Yes,4,3,2,5,2,Female,66,49271.35,Married,2
2370,Yes,3,4,2,5,2,Female,36,64284.53,Never Married,3
2371,Yes,4,3,5,3,3,Male,24,46676.42,Widowed,3
2372,No,4,4,3,4,4,Male,89,9532.02,Married,3
2373,Yes,3,3,3,2,3,Male,89,14428.38,Never Married,4
2374,Yes,2,3,4,5,4,Male,32,90075.68,Widowed,0
2375,No,3,3,6,4,4,Nonbinary,82,38069.49,Divorced,2
2376,No,5,3,3,4,4,Male,55,10263.33,Divorced,1
2377,Yes,3,3,3,3,2,Female,19,43839.96,Separated,0
2378,Yes,4,4,3,4,4,Male,47,38886.05,Separated,2
2379,Yes,5,5,2,5,5,Male,48,26524.78,Married,0
2380,No,6,5,5,3,5,Male,72,64719.02,Divorced,0
2381,Yes,2,2,3,4,3,Female,67,31935.51,Divorced,1
2382,No,4,4,4,3,5,Male,57,47060.9,Never Married,3
2383,No,3,2,3,4,5,Female,84,23031.18,Widowed,0
2384,No,4,5,4,5,4,Nonbinary,72,7079.02,Never Married,2
2385,Yes,4,5,3,4,3,Female,36,38883.92,Never Married,2
2386,No,3,2,3,4,3,Female,44,23066.29,Separated,1
2387,No,3,2,3,4,2,Female,65,30013.52,Married,8
2388,No,2,2,1,5,3,Female,58,37869.23,Separated,1
2389,Yes,2,2,3,3,4,Male,28,57329.53,Married,1
2390,No,3,3,4,4,3,Female,37,8408.2,Never Married,2
2391,Yes,5,5,4,3,5,Male,26,56488.39,Widowed,0
2392,No,5,5,4,3,3,Female,67,30806.08,Never Married,1
2393,Yes,3,5,3,3,5,Male,30,12245.9,Widowed,3
2394,No,2,2,5,3,4,Male,20,77894.5,Widowed,1
2395,Yes,4,5,3,3,4,Female,39,65472.96,Never Married,3
2396,No,4,4,5,3,4,Male,78,21708.36,Divorced,3
2397,No,5,4,5,1,4,Male,79,5523.04,Married,2
2398,Yes,2,3,2,4,3,Male,83,6377.91,Divorced,3
2399,No,2,2,3,2,3,Female,83,31299.73,Widowed,0
2400,Yes,2,2,2,4,1,Male,54,25584.35,Never Married,2
2401,No,3,3,4,3,4,Male,34,56693.87,Divorced,0
2402,No,3,3,4,3,4,Female,76,24729.42,Never Married,1
2403,Yes,2,3,4,2,4,Male,59,7614.82,Divorced,3
2404,No,3,3,5,2,4,Female,73,26231.41,Divorced,1
2405,Yes,4,5,3,4,3,Male,63,37853.52,Never Married,2
2406,No,4,4,4,4,5,Male,64,58347.69,Never Married,7
2407,No,5,3,5,2,5,Male,30,58912.81,Divorced,0
2408,No,2,2,4,3,4,Female,74,6703.29,Never Married,3
2409,Yes,4,3,5,3,3,Male,59,8549.54,Divorced,0
2410,Yes,2,1,4,3,2,Male,19,4200.47,Separated,4
2411,No,2,2,3,4,3,Male,60,3850.53,Widowed,4
2412,No,3,4,4,3,2,Male,35,18575.29,Widowed,1
2413,No,2,2,3,3,2,Female,54,39012.26,Never Married,0
2414,Yes,4,3,5,2,6,Male,70,27755.77,Never Married,1
2415,No,2,3,5,3,3,Male,68,98298.22,Married,1
2416,Yes,3,4,4,2,4,Male,23,32253.8,Married,0
2417,Yes,2,2,3,3,3,Nonbinary,23,47956.52,Divorced,2
2418,Yes,2,3,3,3,3,Male,72,35534.12,Married,0
2419,No,5,4,4,2,4,Female,50,46804.82,Widowed,0
2420,No,3,4,3,3,4,Female,31,57226.99,Never Married,2
2421,Yes,3,3,3,5,2,Male,43,34508.61,Never Married,3
2422,Yes,4,4,4,2,4,Female,18,43660.61,Widowed,10
2423,No,3,3,3,3,3,Male,25,8461.71,Separated,1
2424,Yes,4,4,4,5,4,Male,65,15264.99,Never Married,2
2425,Yes,3,4,3,5,3,Male,61,78456.37,Divorced,2
2426,No,5,4,3,4,4,Male,87,26944.14,Divorced,0
2427,No,2,1,4,3,2,Nonbinary,62,28435.83,Divorced,2
2428,No,5,5,4,4,4,Female,89,64651.67,Married,4
2429,Yes,4,4,4,4,5,Female,25,21196.66,Widowed,1
2430,Yes,4,3,4,3,4,Female,61,41959.76,Separated,7
2431,No,4,4,5,3,4,Female,28,29743.38,Married,2
2432,No,4,3,5,4,4,Male,76,62190.11,Separated,1
2433,Yes,4,3,5,2,4,Male,34,27766.98,Married,1
2434,No,4,4,3,4,1,Male,23,30756.71,Never Married,1
2435,Yes,4,4,4,4,4,Female,24,55663.41,Never Married,1
2436,Yes,3,4,3,4,3,Male,54,79846.9,Married,3
2437,Yes,4,4,4,3,3,Female,69,27643.15,Married,2
2438,Yes,1,2,3,5,1,Female,80,44078.45,Married,2
2439,Yes,3,3,4,3,4,Female,30,64027.82,Married,2
2440,No,4,5,4,2,4,Male,54,8996.2,Never Married,4
2441,Yes,4,4,5,3,5,Female,35,19510.49,Married,1
2442,Yes,3,3,4,2,4,Male,26,43467.62,Separated,7
2443,Yes,5,4,5,4,4,Female,19,59419.82,Divorced,0
2444,Yes,3,3,3,4,2,Male,73,35143.78,Separated,1
2445,No,3,3,2,7,2,Female,29,50968.3,Never Married,1
2446,Yes,3,3,5,2,4,Male,57,35587.78,Separated,0
2447,Yes,4,3,4,2,4,Male,82,46121.72,Never Married,3
2448,No,2,3,3,4,2,Female,32,108839.1,Divorced,9
2449,No,2,3,4,3,4,Female,71,18975.18,Separated,1
2450,No,5,4,3,3,4,Female,22,53008.8,Separated,6
2451,Yes,2,2,3,4,1,Female,26,76411.65,Widowed,4
2452,Yes,3,2,4,2,2,Male,76,21542.79,Widowed,1
2453,No,4,5,5,3,4,Female,28,24072.56,Separated,2
2454,Yes,2,2,4,4,3,Nonbinary,24,54215.89,Married,1
2455,No,3,3,5,4,4,Male,55,45830.71,Separated,3
2456,Yes,3,2,4,4,2,Female,79,20415.05,Widowed,3
2457,Yes,2,3,5,2,3,Male,76,28911.98,Never Married,1
2458,Yes,4,4,3,5,2,Female,55,32193.76,Separated,0
2459,No,4,5,3,3,4,Female,73,22663.77,Married,3
2460,Yes,5,4,3,3,6,Female,79,43925.68,Divorced,3
2461,No,3,3,2,4,3,Male,78,18521.02,Separated,2
2462,No,3,3,3,4,4,Female,23,68335.57,Widowed,0
2463,No,3,2,4,2,3,Male,49,48414.97,Never Married,6
2464,No,1,3,2,5,2,Female,32,16170.08,Never Married,0
2465,Yes,5,5,4,4,3,Female,41,58940.98,Widowed,0
2466,No,4,5,4,4,4,Male,30,19498.34,Widowed,2
2467,No,2,2,2,3,2,Female,37,69988.77,Never Married,1
2468,Yes,3,3,4,4,3,Female,72,37908.68,Never Married,1
2469,Yes,4,4,5,4,3,Male,55,21594.91,Married,2
2470,No,3,2,3,3,4,Female,56,31529.9,Separated,1
2471,No,2,3,4,3,5,Male,43,35706.95,Separated,4
2472,Yes,3,5,5,5,2,Male,57,25408.07,Married,3
2473,Yes,5,3,3,3,3,Male,74,29602.2,Married,4
2474,Yes,3,2,4,2,2,Male,83,37471.31,Widowed,4
2475,Yes,3,3,4,3,4,Male,43,5923.37,Divorced,1
2476,Yes,6,6,3,3,5,Female,52,30227.9,Divorced,0
2477,No,3,4,3,3,3,Female,54,108135.1,Married,0
2478,Yes,3,3,4,3,4,Female,74,75295.21,Separated,1
2479,Yes,2,3,3,2,3,Female,46,64898.06,Separated,0
2480,Yes,3,3,4,4,3,Nonbinary,28,78472.21,Never Married,1
2481,No,2,2,4,3,2,Female,43,31294.84,Separated,3
2482,No,5,4,4,4,4,Nonbinary,20,33348.43,Separated,4
2483,No,3,2,5,3,5,Male,64,53517.12,Married,1
2484,No,4,4,2,4,2,Male,87,58015.78,Never Married,4
2485,No,3,3,3,4,2,Male,32,90699.09,Separated,0
2486,Yes,4,4,5,2,3,Male,84,76925.67,Never Married,1
2487,Yes,3,3,6,2,5,Female,88,27140.05,Married,0
2488,No,5,4,4,4,3,Female,18,104480.4,Married,8
2489,Yes,5,4,3,3,2,Male,59,81491.12,Widowed,1
2490,Yes,2,2,3,3,3,Female,29,33192.8,Widowed,4
2491,Yes,4,4,5,4,3,Female,50,40719.95,Widowed,1
2492,Yes,4,4,4,3,3,Female,29,42866.35,Widowed,3
2493,No,5,4,5,3,6,Male,40,35939.16,Never Married,0
2494,Yes,2,2,1,4,3,Female,46,14709.22,Never Married,0
2495,Yes,4,4,3,4,4,Female,54,101534.0,Married,0
2496,No,4,4,4,3,4,Male,48,28100.13,Divorced,2
2497,No,3,3,2,4,3,Female,62,55888.81,Separated,5
2498,No,4,4,3,5,1,Male,85,24604.91,Widowed,2
2499,Yes,4,3,3,5,3,Female,81,8137.46,Divorced,3
2500,No,4,4,4,3,3,Female,60,36643.74,Married,1
2501,No,4,4,3,4,2,Female,56,24503.85,Widowed,0
2502,No,4,3,4,3,2,Female,19,7332.51,Widowed,1
2503,No,3,3,4,3,4,Female,75,14741.19,Never Married,2
2504,No,4,4,3,3,4,Female,82,51673.68,Never Married,4
2505,No,3,3,5,1,5,Female,66,29958.36,Separated,7
2506,No,3,3,3,3,4,Male,36,33929.5,Never Married,1
2507,No,4,4,4,4,4,Male,26,5782.82,Divorced,1
2508,No,4,5,5,3,7,Female,77,62989.06,Married,1
2509,No,3,2,4,3,5,Male,19,47245.51,Never Married,0
2510,No,5,5,3,4,5,Female,43,35261.47,Divorced,1
2511,Yes,3,5,3,3,5,Male,31,53116.06,Widowed,0
2512,Yes,3,5,4,4,2,Female,27,32014.25,Married,1
2513,Yes,4,5,4,5,3,Female,40,18846.03,Widowed,4
2514,Yes,3,1,5,3,3,Female,36,26639.43,Never Married,2
2515,No,3,4,4,3,3,Male,64,17126.28,Widowed,3
2516,Yes,2,3,3,3,3,Female,80,31155.68,Never Married,0
2517,Yes,4,4,4,3,4,Female,41,17089.71,Married,0
2518,Yes,4,3,3,4,4,Male,32,67354.4,Married,1
2519,No,3,4,5,4,4,Male,18,43415.81,Married,1
2520,Yes,4,3,3,5,4,Male,23,31697.79,Separated,8
2521,No,4,2,5,2,4,Male,57,57549.87,Widowed,0
2522,Yes,6,6,1,6,3,Female,76,14876.32,Separated,0
2523,Yes,5,4,2,4,4,Male,80,16419.87,Married,2
2524,Yes,4,4,3,3,4,Female,47,21028.18,Divorced,0
2525,No,2,1,3,4,2,Female,22,901.21,Divorced,0
2526,Yes,4,2,3,4,4,Female,74,71373.4,Separated,0
2527,No,2,1,2,4,2,Female,30,90664.75,Married,0
2528,No,3,4,4,3,4,Male,33,23553.75,Widowed,1
2529,Yes,3,3,4,5,3,Female,67,25340.62,Widowed,3
2530,Yes,4,4,4,3,5,Female,70,38566.88,Never Married,1
2531,Yes,3,4,4,3,4,Nonbinary,84,55179.21,Widowed,4
2532,Yes,4,4,2,4,3,Male,39,39328.19,Widowed,6
2533,No,4,4,3,4,4,Female,53,27800.88,Married,2
2534,Yes,4,4,4,5,3,Female,74,20773.28,Never Married,8
2535,Yes,3,3,3,4,4,Male,73,62362.09,Never Married,4
2536,No,4,4,5,4,3,Female,42,34835.04,Widowed,0
2537,Yes,4,4,4,2,5,Male,64,23000.55,Widowed,2
2538,No,3,3,3,2,3,Female,55,13683.98,Divorced,0
2539,No,3,2,4,4,2,Male,48,20236.81,Married,1
2540,No,3,3,3,5,3,Female,24,40019.17,Never Married,0
2541,Yes,2,3,3,4,5,Male,62,28664.45,Separated,2
2542,No,3,3,2,4,3,Male,74,22793.73,Divorced,0
2543,Yes,3,3,3,2,6,Male,54,20985.69,Separated,0
2544,No,3,4,3,3,4,Male,62,10072.69,Widowed,0
2545,Yes,3,3,5,3,2,Female,62,20613.16,Married,2
2546,No,2,2,4,4,3,Male,18,56002.38,Widowed,2
2547,Yes,4,4,3,4,3,Male,42,24372.17,Widowed,2
2548,Yes,2,1,3,4,1,Male,67,59010.69,Married,1
2549,No,3,4,4,3,4,Female,51,46199.89,Separated,1
2550,No,3,3,3,5,2,Female,23,17306.82,Widowed,3
2551,No,2,3,4,3,5,Female,52,8257.65,Separated,1
2552,Yes,5,4,2,3,3,Male,63,45016.56,Married,1
2553,Yes,4,3,4,3,5,Male,61,50375.2,Never Married,0
2554,Yes,3,4,3,5,4,Male,88,111592.0,Never Married,2
2555,Yes,3,3,3,3,4,Male,54,37928.26,Separated,0
2556,No,3,2,6,4,3,Female,27,40826.44,Separated,4
2557,No,3,3,4,4,2,Female,49,25770.44,Divorced,0
2558,Yes,7,7,4,4,4,Female,46,49535.29,Married,3
2559,No,2,2,3,3,2,Female,35,14113.73,Divorced,4
2560,Yes,4,4,4,4,2,Female,58,63348.18,Never Married,0
2561,Yes,3,4,5,5,4,Male,30,17104.77,Widowed,0
2562,No,3,4,3,5,3,Female,67,23481.88,Divorced,3
2563,No,2,2,2,4,1,Female,35,20613.38,Married,0
2564,Yes,4,5,3,3,4,Male,79,142650.5,Never Married,1
2565,No,4,4,3,2,4,Female,87,17100.24,Married,1
2566,Yes,5,5,5,2,6,Female,55,31492.57,Widowed,1
2567,No,4,5,4,2,2,Male,54,12652.67,Married,1
2568,Yes,4,4,4,3,3,Male,72,19685.04,Separated,4
2569,No,1,3,3,4,2,Female,81,65315.4,Widowed,4
2570,No,4,3,4,5,3,Female,63,42613.78,Divorced,0
2571,No,4,4,3,4,3,Male,28,8414.55,Divorced,0
2572,No,5,4,4,3,4,Female,18,4397.39,Never Married,0
2573,Yes,4,4,4,3,3,Female,73,27105.8,Married,0
2574,No,5,4,3,3,3,Male,76,20552.64,Divorced,4
2575,No,3,3,3,3,3,Nonbinary,20,12188.82,Divorced,3
2576,Yes,2,2,5,2,3,Male,61,24625.37,Separated,4
2577,Yes,6,5,2,5,4,Female,61,7418.73,Never Married,3
2578,Yes,4,5,3,3,5,Male,85,25696.67,Widowed,6
2579,No,4,3,5,2,4,Female,48,26594.83,Never Married,1
2580,Yes,4,4,4,4,5,Male,82,24431.39,Married,2
2581,No,3,3,3,4,3,Female,24,67833.88,Separated,0
2582,No,4,3,3,3,3,Female,59,39258.2,Separated,4
2583,Yes,2,1,4,3,4,Male,55,51872.86,Separated,0
2584,Yes,4,3,3,2,4,Male,54,41212.98,Married,0
2585,No,4,4,2,4,4,Male,82,38585.6,Married,4
2586,Yes,2,2,4,1,5,Male,42,20896.26,Never Married,10
2587,No,4,3,4,5,3,Male,41,60239.95,Never Married,0
2588,No,3,4,3,3,3,Male,34,47017.43,Divorced,1
2589,Yes,4,4,4,3,3,Female,34,11250.31,Divorced,1
2590,Yes,3,4,2,2,4,Male,81,70435.61,Divorced,0
2591,No,4,5,3,4,4,Female,53,12861.54,Married,2
2592,No,3,4,3,4,3,Male,88,40879.22,Separated,2
2593,No,3,2,4,2,3,Female,23,44462.77,Divorced,4
2594,Yes,4,4,4,3,3,Male,67,31614.26,Widowed,1
2595,No,3,3,4,2,3,Male,21,40895.64,Separated,1
2596,Yes,4,4,3,4,4,Male,68,20306.89,Never Married,0
2597,Yes,4,4,4,4,3,Male,44,61478.9,Divorced,0
2598,No,4,4,5,4,4,Male,47,81376.2,Separated,1
2599,No,4,4,3,4,5,Female,58,46435.57,Divorced,6
2600,No,3,3,3,5,3,Male,75,40402.71,Married,5
2601,No,4,4,3,4,3,Male,26,11476.29,Widowed,0
2602,Yes,1,2,4,3,3,Female,30,9336.09,Married,2
2603,No,2,2,3,3,3,Female,53,28954.2,Never Married,2
2604,Yes,4,3,3,4,3,Male,29,32952.41,Separated,0
2605,No,4,4,3,3,5,Female,88,71113.67,Never Married,0
2606,Yes,5,4,5,2,3,Female,42,46183.09,Separated,0
2607,Yes,3,2,4,4,3,Male,51,90253.73,Never Married,0
2608,No,4,5,3,5,3,Female,68,57292.08,Widowed,4
2609,Yes,5,4,4,3,4,Male,46,42550.92,Divorced,2
2610,Yes,3,4,4,3,3,Male,89,38411.45,Married,0
2611,No,6,4,2,5,4,Male,30,51136.82,Never Married,1
2612,No,4,2,4,3,2,Male,56,17595.76,Never Married,0
2613,Yes,3,2,4,5,4,Female,31,31609.92,Widowed,0
2614,Yes,4,4,5,2,5,Male,81,61843.65,Widowed,2
2615,No,4,4,3,3,5,Male,48,5952.44,Divorced,4
2616,Yes,3,4,3,5,4,Female,41,54507.42,Divorced,1
2617,No,6,5,4,3,4,Female,87,62656.2,Widowed,4
2618,No,4,4,3,2,5,Female,61,41577.62,Never Married,2
2619,Yes,2,2,2,5,2,Male,76,27520.03,Never Married,8
2620,Yes,4,4,3,4,3,Female,82,24128.19,Widowed,2
2621,No,3,2,2,3,1,Female,65,40835.59,Married,1
2622,No,4,4,3,7,4,Male,40,21334.55,Widowed,3
2623,No,2,2,3,4,3,Male,33,27065.94,Married,2
2624,Yes,4,4,4,3,5,Female,55,47950.33,Divorced,5
2625,No,4,4,3,3,4,Female,29,36470.53,Widowed,0
2626,Yes,2,3,4,2,2,Male,82,36598.52,Never Married,1
2627,Yes,2,2,1,4,3,Female,56,20980.42,Never Married,3
2628,No,4,4,3,4,3,Female,76,6315.61,Married,3
2629,Yes,4,4,6,1,4,Female,80,6074.44,Separated,4
2630,Yes,2,4,3,5,2,Male,74,36966.64,Divorced,2
2631,No,3,3,4,4,3,Female,18,18377.18,Married,4
2632,Yes,2,4,4,4,5,Female,63,128114.3,Widowed,4
2633,No,4,4,4,4,3,Male,30,21200.76,Separated,0
2634,Yes,3,2,4,4,1,Female,23,47958.56,Divorced,0
2635,Yes,4,3,1,4,4,Male,81,30462.45,Married,0
2636,Yes,3,3,3,4,2,Male,76,20382.46,Separated,2
2637,No,3,4,3,4,4,Female,29,41658.22,Married,0
2638,No,3,2,3,5,5,Male,88,35311.08,Divorced,0
2639,No,3,3,1,4,2,Male,18,9961.23,Separated,2
2640,Yes,3,5,3,3,3,Nonbinary,82,43867.04,Never Married,0
2641,No,2,4,2,4,2,Male,88,6742.39,Widowed,4
2642,No,3,5,3,4,2,Male,63,39377.62,Married,4
2643,Yes,2,3,4,3,3,Female,43,77380.28,Divorced,4
2644,Yes,2,3,4,2,5,Female,86,40628.46,Separated,0
2645,Yes,2,2,3,3,4,Female,23,29680.81,Divorced,5
2646,No,3,4,5,3,5,Female,18,35023.76,Separated,1
2647,Yes,2,2,3,4,2,Male,21,14527.8,Widowed,3
2648,No,3,3,3,3,4,Male,45,38936.96,Married,3
2649,No,3,2,5,3,3,Female,20,30767.83,Never Married,10
2650,No,3,3,4,4,4,Female,59,27832.64,Widowed,0
2651,Yes,4,4,3,5,4,Female,54,44711.74,Widowed,3
2652,Yes,6,5,3,3,5,Female,67,7004.93,Never Married,0
2653,No,3,3,3,5,4,Male,63,18129.29,Widowed,10
2654,No,3,3,4,2,4,Female,46,6843.81,Separated,0
2655,Yes,4,5,3,5,4,Male,32,49271.78,Divorced,1
2656,No,3,3,4,4,3,Female,38,52374.17,Married,1
2657,Yes,4,4,3,2,4,Male,20,39603.42,Never Married,0
2658,Yes,4,2,1,6,3,Male,25,138555.9,Divorced,6
2659,Yes,5,4,3,4,4,Female,71,20246.17,Married,2
2660,No,4,5,4,4,5,Male,41,18373.26,Separated,3
2661,No,3,1,4,3,3,Female,64,35087.57,Widowed,3
2662,No,4,3,4,2,4,Female,56,31246.25,Divorced,1
2663,Yes,2,2,4,3,4,Male,84,4566.8,Widowed,6
2664,No,4,5,4,4,3,Female,55,77277.55,Widowed,3
2665,Yes,3,2,3,4,3,Male,21,33765.05,Separated,9
2666,Yes,2,3,4,4,3,Female,77,15205.14,Divorced,1
2667,No,4,5,4,3,3,Female,38,32982.82,Widowed,1
2668,No,4,4,2,5,4,Male,40,13139.33,Married,3
2669,Yes,3,3,5,3,5,Male,58,48293.12,Never Married,1
2670,Yes,5,6,6,2,5,Female,56,83923.73,Divorced,1
2671,Yes,4,3,3,4,3,Male,55,10487.07,Widowed,2
2672,No,5,5,3,2,4,Male,45,25280.79,Married,0
2673,No,3,4,2,6,3,Male,22,58622.05,Widowed,2
2674,No,4,4,4,3,5,Female,20,28051.07,Divorced,1
2675,Yes,3,4,2,3,2,Male,50,70321.71,Separated,3
2676,No,3,4,4,3,3,Female,63,16538.08,Widowed,2
2677,No,4,3,3,5,3,Male,34,27290.36,Divorced,0
2678,No,3,4,6,2,4,Male,83,60280.07,Never Married,1
2679,Yes,4,5,3,3,4,Male,62,21987.29,Widowed,2
2680,No,4,4,3,4,3,Nonbinary,60,23624.9,Never Married,4
2681,No,4,4,2,4,3,Female,18,46431.14,Divorced,0
2682,No,4,3,4,3,5,Nonbinary,19,58988.72,Divorced,2
2683,No,5,5,3,4,3,Female,25,67537.98,Divorced,5
2684,No,3,3,2,6,1,Female,35,4480.29,Married,1
2685,No,4,4,4,3,4,Male,55,57944.08,Separated,0
2686,Yes,3,3,4,3,2,Male,25,80674.2,Divorced,4
2687,No,3,4,4,3,4,Male,66,67090.95,Divorced,2
2688,No,4,3,5,1,5,Male,82,22420.64,Separated,0
2689,Yes,4,4,4,2,5,Male,23,75633.41,Married,1
2690,Yes,4,4,3,3,3,Male,42,18944.96,Divorced,1
2691,Yes,3,4,3,6,2,Female,66,8840.8,Widowed,0
2692,No,4,4,4,2,5,Male,86,40316.05,Never Married,0
2693,No,3,3,2,5,2,Male,73,29693.07,Divorced,1
2694,No,4,4,5,3,4,Nonbinary,43,18677.06,Divorced,0
2695,No,4,4,4,2,6,Female,83,18549.91,Never Married,1
2696,Yes,3,2,4,4,3,Male,72,50263.94,Widowed,0
2697,Yes,4,5,4,4,3,Female,38,18967.02,Divorced,1
2698,Yes,4,3,2,4,3,Male,76,57675.63,Widowed,3
2699,No,3,5,4,3,2,Male,79,40279.05,Never Married,1
2700,Yes,3,1,3,3,2,Female,38,33868.71,Widowed,4
2701,Yes,5,5,3,3,3,Female,51,48969.64,Never Married,1
2702,Yes,4,4,2,3,4,Male,68,22041.71,Widowed,4
2703,Yes,2,2,3,3,3,Male,65,25491.07,Separated,3
2704,Yes,3,3,6,3,3,Male,77,23705.5,Widowed,2
2705,Yes,3,2,4,3,3,Female,39,16680.61,Divorced,0
2706,Yes,3,3,4,4,3,Female,73,108960.7,Never Married,0
2707,Yes,3,2,4,3,4,Female,51,18347.2,Widowed,4
2708,Yes,1,2,5,2,4,Female,78,41305.01,Separated,3
2709,No,4,4,4,4,4,Female,66,66284.45,Married,0
2710,Yes,4,4,2,5,3,Female,38,68024.79,Separated,3
2711,Yes,4,3,4,4,3,Female,47,53148.58,Married,1
2712,Yes,4,3,4,4,4,Female,53,20473.21,Widowed,5
2713,Yes,3,3,3,3,3,Male,59,11132.31,Widowed,1
2714,No,2,4,3,5,3,Female,20,42461.74,Widowed,2
2715,No,4,5,3,3,5,Male,38,18437.44,Never Married,5
2716,No,3,2,5,3,4,Male,81,30615.01,Separated,2
2717,No,3,3,5,3,5,Female,43,52633.73,Divorced,1
2718,Yes,4,4,3,4,4,Male,37,22641.64,Never Married,1
2719,Yes,4,3,2,5,2,Male,30,19713.67,Separated,3
2720,No,4,3,4,3,4,Female,19,34970.28,Widowed,0
2721,No,3,4,3,2,3,Female,82,19437.76,Married,0
2722,No,3,3,2,6,3,Male,31,23901.05,Separated,2
2723,Yes,4,4,3,4,5,Male,30,23089.13,Never Married,4
2724,Yes,2,2,4,5,2,Female,37,45251.32,Widowed,5
2725,Yes,5,5,3,3,4,Female,84,52581.07,Never Married,0
2726,Yes,5,5,4,4,5,Male,64,38850.73,Widowed,2
2727,No,4,4,3,4,4,Male,53,23117.3,Separated,0
2728,Yes,4,4,4,3,3,Female,54,5676.28,Divorced,0
2729,No,4,4,4,4,4,Female,35,56144.7,Married,2
2730,No,4,4,5,2,3,Female,25,34476.83,Married,2
2731,No,5,4,4,3,4,Male,49,39968.02,Widowed,5
2732,No,3,3,2,3,3,Male,55,33541.35,Married,1
2733,No,3,4,4,5,4,Female,64,23584.78,Widowed,3
2734,No,3,2,1,5,1,Male,76,23841.62,Divorced,5
2735,Yes,3,4,4,4,3,Male,84,7858.21,Divorced,1
2736,No,4,4,3,1,4,Male,63,30262.99,Separated,4
2737,No,4,3,4,4,4,Female,51,31246.64,Never Married,3
2738,Yes,5,3,2,4,3,Female,74,23454.98,Separated,1
2739,Yes,3,4,2,3,3,Female,76,28125.61,Divorced,1
2740,Yes,7,4,2,5,5,Female,72,20465.98,Widowed,2
2741,Yes,2,2,6,2,5,Female,81,22540.94,Never Married,1
2742,Yes,4,5,1,4,4,Male,60,21497.29,Widowed,0
2743,No,6,7,3,4,4,Nonbinary,24,24700.6,Married,1
2744,Yes,3,4,3,4,1,Male,45,20319.77,Married,3
2745,Yes,3,4,5,3,3,Male,64,46273.12,Divorced,1
2746,No,3,4,4,4,3,Male,72,34257.36,Separated,2
2747,Yes,3,4,4,4,4,Nonbinary,28,49166.12,Separated,4
2748,No,4,4,3,4,2,Female,27,34162.04,Widowed,1
2749,Yes,3,4,5,2,5,Male,60,66664.82,Divorced,0
2750,Yes,4,5,2,3,4,Male,77,40411.35,Separated,1
2751,Yes,3,2,4,4,2,Female,18,70844.17,Divorced,4
2752,Yes,3,3,4,3,3,Male,53,105396.3,Separated,1
2753,No,4,4,3,3,5,Female,81,58049.87,Married,0
2754,No,3,3,4,2,4,Male,21,32423.61,Separated,2
2755,Yes,3,3,3,3,3,Female,37,115440.4,Widowed,0
2756,No,2,1,3,3,2,Female,21,9534.08,Divorced,1
2757,Yes,4,4,4,3,5,Female,45,16895.6,Divorced,0
2758,Yes,6,5,3,2,4,Male,50,23624.66,Divorced,1
2759,No,3,2,3,3,4,Female,30,41221.83,Never Married,0
2760,Yes,4,5,5,3,3,Male,48,13332.2,Separated,6
2761,No,3,3,3,2,5,Male,61,27065.38,Separated,3
2762,Yes,4,3,4,1,3,Male,33,175137.3,Never Married,1
2763,Yes,4,4,4,3,3,Male,87,34193.65,Never Married,4
2764,Yes,3,5,3,2,3,Female,29,23676.96,Separated,4
2765,No,2,4,5,1,4,Male,34,5189.69,Never Married,1
2766,Yes,5,6,4,3,4,Female,47,17430.05,Separated,1
2767,Yes,5,4,4,4,4,Male,52,80678.93,Divorced,1
2768,Yes,5,5,3,2,4,Male,46,31249.18,Separated,0
